product_id,url,name,sku,price,category_name
100151,https://www.glamira.co.uk/catalog/product/view/id/100151,Kid's Ring Toyah,KDR-022,297.000000,Rings
100158,https://www.glamira.co.uk/catalog/product/view/id/100158,Kid's Ring Wilona,KDR-029,263.000000,Rings
100149,https://www.glamira.co.uk/catalog/product/view/id/100149,Kid's Ring Tiane,KDR-020,219.000000,Rings
100152,https://www.glamira.co.uk/catalog/product/view/id/100152,Kid's Ring Trixie,KDR-023,285.000000,Rings
100166,https://www.glamira.co.uk/catalog/product/view/id/100166,Kid's Ring Maniola,KDR-037,344.000000,Rings
100161,https://www.glamira.co.uk/catalog/product/view/id/100161,Kid's Ring Adelido,KDR-032,282.000000,Rings
100162,https://www.glamira.co.uk/catalog/product/view/id/100162,Kid's Ring Bolaria,KDR-033,282.000000,Rings
100159,https://www.glamira.co.uk/catalog/product/view/id/100159,Kid's Ring Zanda,KDR-030,310.000000,Rings
100167,https://www.glamira.co.uk/catalog/product/view/id/100167,Kid's Ring Mondraka,KDR-038,498.000000,Rings
100168,https://www.glamira.co.uk/catalog/product/view/id/100168,Kid's Ring Shiloh,KDR-039,267.000000,Rings
100163,https://www.glamira.co.uk/catalog/product/view/id/100163,Kid's Ring Josiah,KDR-034,280.000000,Rings
100165,https://www.glamira.co.uk/catalog/product/view/id/100165,Kid's Ring Makalah,KDR-036,282.000000,Rings
100169,https://www.glamira.co.uk/catalog/product/view/id/100169,Kid's Ring Taite,KDR-040,307.000000,Rings
100160,https://www.glamira.co.uk/catalog/product/view/id/100160,Kid's Ring Zelene,KDR-031,430.000000,Rings
100164,https://www.glamira.co.uk/catalog/product/view/id/100164,Kid's Ring Lodema,KDR-035,304.000000,Rings
100170,https://www.glamira.co.uk/catalog/product/view/id/100170,Kid's Ring Thayne,KDR-041,292.000000,Rings
100178,https://www.glamira.co.uk/catalog/product/view/id/100178,Kid's Ring Makayl,KDR-049,282.000000,Rings
100184,https://www.glamira.co.uk/catalog/product/view/id/100184,Kid's Ring Thomdic,KDR-055,282.000000,Rings
100181,https://www.glamira.co.uk/catalog/product/view/id/100181,Kid's Ring Rimona,KDR-052,295.000000,Rings
100179,https://www.glamira.co.uk/catalog/product/view/id/100179,Kid's Ring Maryjo,KDR-050,285.000000,Rings
100182,https://www.glamira.co.uk/catalog/product/view/id/100182,Kid's Ring Sanita,KDR-053,295.000000,Rings
100174,https://www.glamira.co.uk/catalog/product/view/id/100174,Kid's Ring Zhane,KDR-045,218.000000,Rings
100183,https://www.glamira.co.uk/catalog/product/view/id/100183,Kid's Ring Stewey,KDR-054,297.000000,Rings
100172,https://www.glamira.co.uk/catalog/product/view/id/100172,Kid's Ring Yetta,KDR-043,307.000000,Rings
100177,https://www.glamira.co.uk/catalog/product/view/id/100177,Kid's Ring Halona,KDR-048,282.000000,Rings
100176,https://www.glamira.co.uk/catalog/product/view/id/100176,Kid's Ring Efsa,KDR-047,233.000000,Rings
